timestamp,value1,value2,value3,value4,value5
1st October 2017,"[b'\\U0001f618', b'\\U0001f60e', b'\\U0001f607', b'\\U0001f60a', b'\\U0001f602']"

30th September 2017,"[b'\\U0001f601', b'\\U0001f607', b'\\U0001f609', b'\\U0001f618', b'\\U0001f61d']"

29th September 2017,"[b'\\U0001f450', b'\\U0001f98b', b'\\U0001f636', b'\\U0001f988', b'\\U0001f46f']"

28th September 2017,"[b'\\U0001f911', b'\\U0001f602', b'\\U0001f914', b'\\U0001f917', b'\\U0001f60b']"

27th September 2017,"[b'\\U0001f914', b'\\U0001f602', b'\\U0001f618', b'\\U0001f643', b'\\U0001f636']"

26th September 2017,"[b'\\U0001f60a', b'\\U0001f60e', b'\\U0001f431', b'\\U0001f308', b'\\U0001f91e']"

25th September 2017,"[b'\\U0001f911', b'\\U0001f917', b'\\U0001f61c', b'\\U0001f913', b'\\U0001f642']"

24th September 2017,"[b'\\U0001f911', b'\\U0001f913', b'\\U0001f60e', b'\\U0001f631', b'\\U0001f914']"

23rd September 2017,"[b'\\U0001f607', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f911', b'\\U0001f60b']"

22nd September 2017,"[b'\\U0001f911', b'\\U0001f4a9', b'\\U0001f436', b'\\U0001f31c', b'\\U0001f44a']"

21st September 2017,"[b'\\U0001f618', b'\\U0001f602', b'\\U0001f609', b'\\U0001f60d', b'\\U0001f418']"

20th September 2017,"[b'\\U0001f917', b'\\U0001f603', b'\\U0001f617', b'\\U0001f61c', b'\\U0001f61c']"

19th September 2017,"[b'\\U0001f602', b'\\U0001f607', b'\\U0001f60e', b'\\U0001f643', b'\\U0001f61c']"

18th September 2017,"[b'\\U0001f607', b'\\U0001f609', b'\\U0001f61c', b'\\U0001f911', b'\\U0001f606']"

17th September 2017,"[b'\\U0001f604', b'\\U0001f60a', b'\\U0001f618', b'\\U0001f60e', b'\\U0001f914']"

16th September 2017,"[b'\\U0001f913', b'\\U0001f618', b'\\U0001f61d', b'\\U0001f607', b'\\U0001f911']"

15th September 2017,"[b'\\U0001f913', b'\\U0001f618', b'\\U0001f60e', b'\\U0001f61c', b'\\U0001f61d']"

14th September 2017,"[b'\\U0001f60e', b'\\U0001f60b', b'\\U0001f609', b'\\U0001f619', b'\\U0001f607']"

13th September 2017,"[b'\\U0001f600', b'\\U0001f602', b'\\U0001f618', b'\\U0001f917', b'\\U0001f913']"

12th September 2017,"[b'\\U0001f600', b'\\U0001f609', b'\\U0001f60d', b'\\U0001f913', b'\\U0001f617']"

11th September 2017,"[b'\\U0001f642', b'\\U0001f617', b'\\U0001f913', b'\\U0001f60e', b'\\U0001f917']"

10th September 2017,"[b'\\U0001f607', b'\\U0001f61c', b'\\U0001f602', b'\\U0001f643', b'\\U0001f61d']"

9th September 2017,"[b'\\U0001f913', b'\\U0001f60e', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f602']"

8th September 2017,"[b'\\U0001f600', b'\\U0001f642', b'\\U0001f61c', b'\\U0001f917', b'\\U0001f60e']"

7th September 2017,"[b'\\U0001f911', b'\\U0001f913', b'\\U0001f619', b'\\U0001f917', b'\\U0001f60a']"

6th September 2017,"[b'\\U0001f607', b'\\U0001f60e', b'\\U0001f602', b'\\U0001f609', b'\\U0001f914']"

5th September 2017,"[b'\\U0001f607', b'\\U0001f601', b'\\U0001f602', b'\\U0001f60d', b'\\U0001f911']"

4th September 2017,"[b'\\U0001f60d', b'\\U0001f61c', b'\\U0001f913', b'\\U0001f61d', b'\\U0001f618']"

3rd September 2017,"[b'\\U0001f601', b'\\U0001f607', b'\\U0001f913', b'\\U0001f61c', b'\\U0001f606']"

2nd September 2017,"[b'\\U0001f911', b'\\U0001f91e', b'\\U0001f60b', b'\\U0001f607', b'\\U0001f495']"

1st September 2017,"[b'\\U0001f914', b'\\U0001f913', b'\\U0001f914', b'\\U0001f643', b'\\U0001f609']"

31st August 2017,"[b'\\U0001f606', b'\\U0001f643', b'\\U0001f619', b'\\U0001f913', b'\\U0001f60b']"

30th August 2017,"[b'\\U0001f607', b'\\U0001f415', b'\\U0001f942', b'\\U0001f353', b'\\U0001f60a']"

29th August 2017,"[b'\\U0001f61a', b'\\U0001f493', b'\\U0001f340', b'\\U0001f633', b'\\U0001f60b']"

28th August 2017,"[b'\\U0001f600', b'\\U0001f436', b'\\U0001f617', b'\\U0001f431', b'\\U0001f61c']"

27th August 2017,"[b'\\U0001f911', b'\\U0001f914', b'\\U0001f4a9', b'\\U0001f915', b'\\U0001f434']"

26th August 2017,"[b'\\U0001f427', b'\\U0001f913', b'\\U0001f618', b'\\U0001f431', b'\\U0001f444']"

25th August 2017,"[b'\\U0001f601', b'\\U0001f603', b'\\U0001f642', b'\\U0001f354', b'\\U0001f353']"

24th August 2017,"[b'\\U0001f60d', b'\\U0001f60e', b'\\U0001f618', b'\\U0001f600', b'\\U0001f609']"

23rd August 2017,"[b'\\U0001f911', b'\\U0001f60e', b'\\U0001f64f', b'\\U0001f308', b'\\U0001f308']"

22nd August 2017,"[b'\\U0001f609', b'\\U0001f6cc', b'\\u26bd', b'\\U0001f36b', b'\\U0001f370']"

21st August 2017,"[b'\\U0001f60a', b'\\U0001f47b', b'\\U0001f984', b'\\U0001f369', b'\\U0001f337']"

20th August 2017,"[b'\\U0001f61f', b'\\U0001f613', b'\\U0001f600', b'\\U0001f60a', b'\\U0001f635']"

19th August 2017,"[b'\\U0001f917', b'\\U0001f61c', b'\\U0001f60d', b'\\U0001f607', b'\\U0001f911']"

18th August 2017,"[b'\\U0001f60d', b'\\U0001f607', b'\\U0001f917', b'\\U0001f619', b'\\U0001f642']"

17th August 2017,"[b'\\U0001f60d', b'\\U0001f47b', b'\\U0001f437', b'\\U0001f405', b'\\U0001f35f']"

16th August 2017,"[b'\\U0001f633', b'\\u2764', b'\\U0001f62c', b'\\U0001f4a9', b'\\U0001f61b']"

15th August 2017,"[b'\\U0001f61c', b'\\U0001f606', b'\\U0001f607', b'\\U0001f636', b'\\U0001f600']"

14th August 2017,"[b'\\U0001f60e', b'\\U0001f60a', b'\\U0001f602', b'\\U0001f618', b'\\U0001f913']"

13th August 2017,"[b'\\U0001f428', b'\\U0001f62c', b'\\U0001f428', b'\\U0001f601', b'\\U0001f428']"

12th August 2017,"[b'\\U0001f60f', b'\\U0001f60a', b'\\U0001f609', b'\\U0001f596', b'\\U0001f612']"

11th August 2017,"[b'\\U0001f606', b'\\U0001f60b', b'\\U0001f917', b'\\U0001f913', b'\\U0001f60e']"

10th August 2017,"[b'\\U0001f607', b'\\U0001f618', b'\\U0001f917', b'\\U0001f60e', b'\\U0001f607']"

9th August 2017,"[b'\\U0001f602', b'\\U0001f60b', b'\\U0001f60e', b'\\U0001f634', b'\\U0001f431']"

8th August 2017,"[b'\\U0001f600', b'\\U0001f60b', b'\\U0001f618', b'\\U0001f643', b'\\U0001f60e']"

7th August 2017,"[b'\\U0001f60e', b'\\U0001f602', b'\\U0001f61c', b'\\U0001f914', b'\\U0001f607']"

6th August 2017,"[b'\\U0001f60e', b'\\U0001f64f', b'\\U0001f436', b'\\U0001f31e', b'\\U0001f498']"

5th August 2017,"[b'\\U0001f602', b'\\U0001f61c', b'\\U0001f60d', b'\\U0001f600', b'\\U0001f60a']"

4th August 2017,"[b'\\U0001f602', b'\\U0001f618', b'\\U0001f911', b'\\U0001f61d', b'\\U0001f643']"

3rd August 2017,"[b'\\U0001f60d', b'\\U0001f617', b'\\U0001f642', b'\\U0001f602', b'\\U0001f609']"

2nd August 2017,"[b'\\U0001f438', b'\\U0001f411', b'\\U0001f355', b'\\u2665', b'\\U0001f60f']"

1st August 2017,"[b'\\U0001f60d', b'\\U0001f911', b'\\U0001f60e', b'\\U0001f607', b'\\U0001f602']"

31st July 2017,"[b'\\U0001f914', b'\\U0001f60b', b'\\U0001f913', b'\\U0001f607', b'\\U0001f60a']"

30th July 2017,"[b'\\U0001f914', b'\\U0001f618', b'\\U0001f913', b'\\U0001f60b', b'\\U0001f607']"

29th July 2017,"[b'\\U0001f642', b'\\U0001f913', b'\\U0001f914', b'\\U0001f602', b'\\U0001f60e']"

28th July 2017,"[b'\\U0001f60d', b'\\U0001f60e', b'\\U0001f602', b'\\U0001f61c', b'\\U0001f618']"

27th July 2017,"[b'\\U0001f600', b'\\U0001f602', b'\\U0001f60a', b'\\U0001f61c', b'\\U0001f60b']"

26th July 2017,"[b'\\U0001f618', b'\\U0001f602', b'\\U0001f61c', b'\\U0001f60d', b'\\U0001f643']"

25th July 2017,"[b'\\U0001f913', b'\\U0001f61c', b'\\U0001f60d', b'\\U0001f911', b'\\U0001f914']"

24th July 2017,"[b'\\U0001f608', b'\\U0001f607', b'\\U0001f608', b'\\U0001f448', b'\\U0001f47b']"

23rd July 2017,"[b'\\U0001f618', b'\\U0001f60d', b'\\U0001f60e', b'\\U0001f984', b'\\U0001f415']"

22nd July 2017,"[b'\\U0001f61c', b'\\U0001f436', b'\\U0001f495', b'\\U0001f47f', b'\\U0001f60d']"

21st July 2017,"[b'\\U0001f4af', b'\\U0001f355', b'\\U0001f4b0', b'\\U0001f421', b'\\U0001f441']"

20th July 2017,"[b'\\U0001f602', b'\\U0001f4a9', b'\\U0001f389', b'\\U0001f612', b'\\U0001f436']"

19th July 2017,"[b'\\U0001f632', b'\\U0001f984', b'\\U0001f354', b'\\U0001f612', b'\\U0001f495']"

18th July 2017,"[b'\\U0001f609', b'\\U0001f601', b'\\U0001f619', b'\\U0001f61c', b'\\U0001f60e']"

17th July 2017,"[b'\\U0001f60e', b'\\U0001f634', b'\\U0001f435', b'\\U0001f420', b'\\U0001f355']"

16th July 2017,"[b'\\U0001f60d', b'\\U0001f61d', b'\\U0001f60b', b'\\U0001f61c', b'\\U0001f618']"

15th July 2017,"[b'\\U0001f60a', b'\\U0001f60e', b'\\U0001f61d', b'\\U0001f911', b'\\U0001f914']"

14th July 2017,"[b'\\U0001f61c', b'\\U0001f61d', b'\\U0001f602', b'\\U0001f911', b'\\U0001f60b']"

13th July 2017,"[b'\\U0001f942', b'\\U0001f416', b'\\U0001f31e', b'\\U0001f352', b'\\U0001f420']"

12th July 2017,"[b'\\U0001f60d', b'\\U0001f917', b'\\U0001f618', b'\\U0001f61d', b'\\U0001f911']"

11th July 2017,"[b'\\U0001f607', b'\\U0001f61c', b'\\U0001f60d', b'\\U0001f917', b'\\U0001f60e']"

10th July 2017,"[b'\\U0001f600', b'\\U0001f604', b'\\U0001f601', b'\\U0001f609', b'\\U0001f607']"

9th July 2017,"[b'\\U0001f60d', b'\\U0001f911', b'\\U0001f917', b'\\U0001f643', b'\\U0001f603']"

8th July 2017,"[b'\\U0001f602', b'\\U0001f606', b'\\U0001f618', b'\\U0001f60d', b'\\U0001f609']"

7th July 2017,"[b'\\U0001f415', b'\\U0001f913', b'\\U0001f308', b'\\U0001f4b0', b'\\U0001f911']"

6th July 2017,"[b'\\U0001f60e', b'\\U0001f60b', b'\\U0001f602', b'\\U0001f60d', b'\\U0001f917']"

5th July 2017,"[b'\\U0001f913', b'\\U0001f914', b'\\U0001f911', b'\\U0001f643', b'\\U0001f606']"

4th July 2017,"[b'\\U0001f60d', b'\\U0001f602', b'\\U0001f607', b'\\U0001f911', b'\\U0001f609']"

3rd July 2017,"[b'\\U0001f31e', b'\\U0001f384', b'\\U0001f379', b'\\U0001f602', b'\\U0001f340']"

2nd July 2017,"[b'\\U0001f61c', b'\\U0001f450', b'\\U0001f431', b'\\U0001f54a', b'\\U0001f493']"

1st July 2017,"[b'\\U0001f91e', b'\\U0001f427', b'\\U0001f608', b'\\U0001f421', b'\\U0001f61d']"

30th June 2017,"[b'\\U0001f60b', b'\\U0001f60d', b'\\U0001f60a', b'\\U0001f601', b'\\U0001f60e']"

29th June 2017,"[b'\\U0001f607', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f602', b'\\U0001f61d']"

28th June 2017,"[b'\\u2665', b'\\U0001f33b', b'\\U0001f415', b'\\U0001f427', b'\\U0001f984']"

27th June 2017,"[b'\\u262f', b'\\U0001f5d3', b'\\U0001f3a1', b'\\U0001f3ba', b'\\U0001f378']"

26th June 2017,"[b'\\U0001f602', b'\\U0001f607', b'\\U0001f60d', b'\\U0001f911', b'\\U0001f608']"

25th June 2017,"[b'\\U0001f495', b'\\U0001f429', b'\\U0001f984', b'\\U0001f3f5', b'\\U0001f397']"

24th June 2017,"[b'\\U0001f602', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f911', b'\\U0001f913']"

23rd June 2017,"[b'\\U0001f60d', b'\\U0001f911', b'\\U0001f60d', b'\\U0001f911', b'\\U0001f607']"

22nd June 2017,"[b'\\U0001f60e', b'\\U0001f606', b'\\U0001f600', b'\\U0001f601', b'\\U0001f602']"

21st June 2017,"[b'\\U0001f60d', b'\\U0001f917', b'\\U0001f624', b'\\U0001f437', b'\\U0001f419']"

20th June 2017,"[b'\\U0001f911', b'\\U0001f60d', b'\\U0001f47d', b'\\U0001f435', b'\\U0001f433']"

19th June 2017,"[b'\\U0001f917', b'\\U0001f643', b'\\U0001f604', b'\\U0001f61d', b'\\U0001f60b']"

18th June 2017,"[b'\\U0001f60d', b'\\U0001f60e', b'\\U0001f415', b'\\U0001f911', b'\\U0001f4b0']"

17th June 2017,"[b'\\U0001f600', b'\\U0001f609', b'\\U0001f60a', b'\\U0001f914', b'\\U0001f618']"

16th June 2017,"[b'\\U0001f602', b'\\U0001f619', b'\\U0001f618', b'\\U0001f60b', b'\\U0001f606']"

15th June 2017,"[b'\\U0001f600', b'\\U0001f609', b'\\U0001f603', b'\\U0001f602', b'\\U0001f606']"

14th June 2017,"[b'\\U0001f60d', b'\\U0001f607', b'\\U0001f917', b'\\U0001f618', b'\\U0001f60a']"

13th June 2017,"[b'\\U0001f4af', b'\\U0001f389', b'\\U0001f33b', b'\\U0001f444', b'\\U0001f64f']"

12th June 2017,"[b'\\U0001f60d', b'\\U0001f618', b'\\U0001f602', b'\\U0001f609', b'\\U0001f917']"

11th June 2017,"[b'\\U0001f480', b'\\U0001f47d', b'\\U0001f419', b'\\U0001f433', b'\\U0001f336']"

10th June 2017,"[b'\\U0001f607', b'\\U0001f618', b'\\U0001f911', b'\\U0001f914', b'\\U0001f60e']"

9th June 2017,"[b'\\U0001f602', b'\\U0001f60d', b'\\U0001f60e', b'\\U0001f47b', b'\\u2665']"

8th June 2017,"[b'\\U0001f60e', b'\\U0001f431', b'\\u2764', b'\\U0001f3b1', b'\\U0001f3b9']"

7th June 2017,"[b'\\U0001f602', b'\\U0001f61c', b'\\U0001f606', b'\\U0001f60e', b'\\U0001f60d']"

6th June 2017,"[b'\\U0001f60a', b'\\U0001f609', b'\\U0001f60d', b'\\U0001f911', b'\\U0001f914']"

5th June 2017,"[b'\\U0001f607', b'\\U0001f60a', b'\\U0001f603', b'\\U0001f911', b'\\U0001f60e']"

4th June 2017,"[b'\\U0001f60d', b'\\U0001f984', b'\\U0001f619', b'\\U0001f984', b'\\U0001f643']"

3rd June 2017,"[b'\\U0001f607', b'\\U0001f618', b'\\U0001f913', b'\\U0001f917', b'\\U0001f914']"

2nd June 2017,"[b'\\U0001f60d', b'\\U0001f607', b'\\u2665', b'\\U0001f61c', b'\\U0001f913']"

1st June 2017,"[b'\\U0001f618', b'\\U0001f917', b'\\U0001f602', b'\\U0001f911', b'\\U0001f607']"

31st May 2017,"[b'\\U0001f60a', b'\\U0001f60d', b'\\U0001f913', b'\\U0001f427', b'\\U0001f405']"

30th May 2017,"[b'\\U0001f98a', b'\\u2665', b'\\U0001f405', b'\\U0001f425', b'\\U0001f628']"

29th May 2017,"[b'\\U0001f917', b'\\U0001f47b', b'\\U0001f60a', b'\\U0001f405', b'\\U0001f618']"

28th May 2017,"[b'\\U0001f60d', b'\\U0001f618', b'\\U0001f602', b'\\U0001f61c', b'\\U0001f496']"

27th May 2017,"[b'\\U0001f643', b'\\U0001f618', b'\\U0001f60e', b'\\U0001f603', b'\\U0001f607']"

26th May 2017,"[b'\\U0001f602', b'\\U0001f60d', b'\\U0001f60b', b'\\U0001f606', b'\\U0001f609']"

25th May 2017,"[b'\\U0001f431', b'\\U0001f602', b'\\U0001f436', b'\\U0001f600', b'\\U0001f61c']"

24th May 2017,"[b'\\U0001f917', b'\\U0001f60a', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f602']"

23rd May 2017,"[b'\\U0001f602', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f61c', b'\\U0001f436']"

22nd May 2017,"[b'\\U0001f607', b'\\U0001f60d', b'\\U0001f911', b'\\U0001f60e', b'\\U0001f606']"

21st May 2017,"[b'\\U0001f601', b'\\U0001f607', b'\\U0001f60a', b'\\U0001f617', b'\\U0001f914']"

20th May 2017,"[b'\\U0001f601', b'\\U0001f619', b'\\U0001f60b', b'\\U0001f601', b'\\U0001f602']"

19th May 2017,"[b'\\U0001f607', b'\\U0001f60d', b'\\U0001f60a', b'\\U0001f61d', b'\\U0001f913']"

18th May 2017,"[b'\\U0001f4a9', b'\\U0001f60d', b'\\U0001f602', b'\\U0001f604', b'\\U0001f618']"

17th May 2017,"[b'\\U0001f618', b'\\U0001f60d', b'\\U0001f436', b'\\U0001f415', b'\\U0001f495']"

16th May 2017,"[b'\\U0001f602', b'\\U0001f617', b'\\U0001f642', b'\\U0001f643', b'\\U0001f914']"

15th May 2017,"[b'\\U0001f600', b'\\U0001f643', b'\\U0001f60e', b'\\U0001f60d', b'\\U0001f602']"

14th May 2017,"[b'\\U0001f416', b'\\U0001f400', b'\\U0001f367', b'\\U0001f4a9', b'\\U0001f428']"

13th May 2017,"[b'\\U0001f60a', b'\\U0001f60d', b'\\U0001f607', b'\\U0001f643', b'\\U0001f917']"

12th May 2017,"[b'\\U0001f60d', b'\\U0001f609', b'\\U0001f913', b'\\U0001f602', b'\\U0001f61c']"

11th May 2017,"[b'\\U0001f917', b'\\U0001f47b', b'\\U0001f412', b'\\U0001f984', b'\\U0001f344']"

10th May 2017,"[b'\\U0001f911', b'\\U0001f618', b'\\U0001f60a', b'\\U0001f98b', b'\\U0001f606']"

9th May 2017,"[b'\\U0001f600', b'\\U0001f606', b'\\U0001f917', b'\\U0001f60e', b'\\U0001f913']"

8th May 2017,"[b'\\U0001f60e', b'\\U0001f635', b'\\U0001f412', b'\\u2600', b'\\U0001f48e']"

7th May 2017,"[b'\\U0001f600', b'\\U0001f636', b'\\U0001f60d', b'\\U0001f642', b'\\U0001f618']"

6th May 2017,"[b'\\U0001f636', b'\\U0001f64f', b'\\U0001f425', b'\\U0001f437', b'\\U0001f416']"

5th May 2017,"[b'\\U0001f60e', b'\\U0001f609', b'\\U0001f618', b'\\U0001f911', b'\\U0001f625']"

4th May 2017,"[b'\\U0001f60b', b'\\U0001f609', b'\\U0001f60d', b'\\U0001f917', b'\\U0001f618']"

3rd May 2017,"[b'\\U0001f607', b'\\U0001f911', b'\\U0001f914', b'\\U0001f917', b'\\U0001f60d']"

2nd May 2017,"[b'\\U0001f60d', b'\\U0001f602', b'\\U0001f60e', b'\\U0001f60d', b'\\U0001f602']"

1st May 2017,"[b'\\U0001f63b', b'\\U0001f491', b'\\U0001f46a', b'\\U0001f31d', b'\\u263a']"

30th April 2017,"[b'\\U0001f917', b'\\U0001f913', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f61d']"

29th April 2017,"[b'\\U0001f602', b'\\U0001f60d', b'\\U0001f984', b'\\U0001f4a9', b'\\U0001f618']"

28th April 2017,"[b'\\U0001f914', b'\\U0001f602', b'\\U0001f913', b'\\U0001f60b', b'\\U0001f61c']"

28th April 2017,"[b'\\U0001f60d', b'\\U0001f60a', b'\\U0001f642', b'\\U0001f60a', b'\\U0001f60d']"

28th April 2017,"[b'\\U0001f60d', b'\\U0001f917', b'\\U0001f607', b'\\U0001f913', b'\\U0001f60d']"

28th April 2017,"[b'\\U0001f60d', b'\\U0001f618', b'\\U0001f60e', b'\\U0001f431', b'\\U0001f596']"

28th April 2017,"[b'\\U0001f412', b'\\U0001f405', b'\\U0001f61b', b'\\U0001f422', b'\\U0001f984']"

27th April 2017,"[b'\\U0001f607', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f60b', b'\\U0001f60e']"

26th April 2017,"[b'\\U0001f618', b'\\U0001f60a', b'\\U0001f602', b'\\U0001f601', b'\\U0001f911']"

25th April 2017,"[b'\\U0001f60a', b'\\U0001f61c', b'\\U0001f61d', b'\\U0001f60e', b'\\U0001f913']"

24th April 2017,"[b'\\U0001f603', b'\\U0001f602', b'\\U0001f606', b'\\U0001f606', b'\\U0001f913']"

23rd April 2017,"[b'\\U0001f60a', b'\\U0001f603', b'\\U0001f606', b'\\U0001f601', b'\\U0001f600']"

22nd April 2017,"[b'\\U0001f911', b'\\U0001f47b', b'\\U0001f427', b'\\U0001f355', b'\\U0001f91e']"

21st April 2017,"[b'\\U0001f4a9', b'\\U0001f911', b'\\U0001f346', b'\\U0001f351', b'\\U0001f602']"

20th April 2017,"[b'\\U0001f609', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f911', b'\\U0001f60e']"

19th April 2017,"[b'\\U0001f917', b'\\U0001f618', b'\\U0001f911', b'\\U0001f60e', b'\\U0001f609']"

18th April 2017,"[b'\\U0001f913', b'\\U0001f603', b'\\U0001f60d', b'\\U0001f911', b'\\U0001f600']"

17th April 2017,"[b'\\U0001f4af', b'\\U0001f425', b'\\U0001f441', b'\\U0001f336', b'\\U0001f988']"

16th April 2017,"[b'\\U0001f62c', b'\\U0001f644', b'\\U0001f605', b'\\U0001f62c', b'\\U0001f91e']"

15th April 2017,"[b'\\U0001f917', b'\\U0001f913', b'\\U0001f617', b'\\U0001f60e', b'\\U0001f61c']"

14th April 2017,"[b'\\U0001f60d', b'\\U0001f60e', b'\\U0001f602', b'\\U0001f60e', b'\\U0001f60d']"

13th April 2017,"[b'\\U0001f607', b'\\U0001f619', b'\\U0001f917', b'\\U0001f47b', b'\\U0001f421']"

12th April 2017,"[b'\\U0001f60d', b'\\U0001f913', b'\\U0001f607', b'\\U0001f600', b'\\U0001f618']"

11th April 2017,"[b'\\U0001f602', b'\\U0001f60a', b'\\U0001f618', b'\\U0001f917', b'\\U0001f631']"

10th April 2017,"[b'\\U0001f917', b'\\U0001f60a', b'\\U0001f911', b'\\U0001f60b', b'\\U0001f607']"

9th April 2017,"[b'\\U0001f917', b'\\U0001f618', b'\\U0001f60a', b'\\U0001f4b7', b'\\U0001f4b0']"

8th April 2017,"[b'\\U0001f618', b'\\U0001f480', b'\\U0001f43c', b'\\U0001f409', b'\\U0001f355']"

7th April 2017,"[b'\\U0001f602', b'\\U0001f618', b'\\U0001f60a', b'\\U0001f61c', b'\\U0001f911']"

6th April 2017,"[b'\\U0001f600', b'\\U0001f911', b'\\U0001f4a9', b'\\u2744', b'\\u2665']"

5th April 2017,"[b'\\U0001f91e', b'\\U0001f340', b'\\U0001f981', b'\\U0001f352', b'\\U0001f441']"

4th April 2017,"[b'\\U0001f340', b'\\U0001f407', b'\\U0001f441', b'\\U0001f631', b'\\U0001f31e']"

3rd April 2017,"[b'\\U0001f914', b'\\U0001f602', b'\\U0001f642', b'\\U0001f60d', b'\\U0001f618']"

2nd April 2017,"[b'\\U0001f636', b'\\U0001f642', b'\\U0001f60a', b'\\U0001f61a', b'\\U0001f623']"

1st April 2017,"[b'\\U0001f642', b'\\U0001f600', b'\\U0001f911', b'\\U0001f602', b'\\U0001f60d']"

31st March 2017,"[b'\\U0001f602', b'\\U0001f618', b'\\U0001f607', b'\\U0001f914', b'\\U0001f61d']"

30th March 2017,"[b'\\U0001f643', b'\\U0001f60b', b'\\U0001f917', b'\\U0001f47b', b'\\U0001f4a9']"

29th March 2017,"[b'\\U0001f607', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f917', b'\\U0001f643']"

28th March 2017,"[b'\\U0001f618', b'\\U0001f60d', b'\\U0001f602', b'\\U0001f601', b'\\U0001f914']"

27th March 2017,"[b'\\U0001f600', b'\\U0001f602', b'\\U0001f618', b'\\U0001f607', b'\\U0001f917']"

26th March 2017,"[b'\\U0001f618', b'\\U0001f61c', b'\\U0001f60d', b'\\U0001f634', b'\\U0001f643']"

25th March 2017,"[b'\\U0001f47b', b'\\U0001f441', b'\\U0001f4a9', b'\\U0001f344', b'\\U0001f942']"

24th March 2017,"[b'\\U0001f60d', b'\\U0001f606', b'\\U0001f602', b'\\U0001f914', b'\\U0001f911']"

23rd March 2017,"[b'\\U0001f607', b'\\U0001f60a', b'\\U0001f619', b'\\U0001f917', b'\\U0001f60d']"

22nd March 2017,"[b'\\U0001f618', b'\\U0001f60b', b'\\U0001f60a', b'\\U0001f914', b'\\U0001f61c']"

21st March 2017,"[b'\\U0001f602', b'\\U0001f60a', b'\\U0001f431', b'\\u2764', b'\\U0001f60d']"

20th March 2017,"[b'\\U0001f602', b'\\U0001f61c', b'\\U0001f61d', b'\\U0001f913', b'\\U0001f60a']"

19th March 2017,"[b'\\U0001f600', b'\\U0001f60a', b'\\U0001f618', b'\\U0001f917', b'\\U0001f421']"

18th March 2017,"[b'\\U0001f618', b'\\U0001f416', b'\\U0001f418', b'\\U0001f388', b'\\U0001f60a']"

17th March 2017,"[b'\\U0001f600', b'\\U0001f602', b'\\U0001f60e', b'\\U0001f607', b'\\U0001f917']"

16th March 2017,"[b'\\U0001f602', b'\\U0001f618', b'\\U0001f31e', b'\\U0001f913', b'\\U0001f437']"

15th March 2017,"[b'\\U0001f447', b'\\U0001f643', b'\\U0001f437', b'\\U0001f608', b'\\U0001f911']"

14th March 2017,"[b'\\U0001f412', b'\\U0001f434', b'\\U0001f308', b'\\U0001f428', b'\\U0001f608']"

13th March 2017,"[b'\\U0001f61c', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f618', b'\\U0001f917']"

12th March 2017,"[b'\\U0001f64f', b'\\U0001f634', b'\\U0001f624', b'\\U0001f480', b'\\U0001f47b']"

11th March 2017,"[b'\\U0001f600', b'\\U0001f602', b'\\U0001f618', b'\\U0001f60a', b'\\U0001f61c']"

10th March 2017,"[b'\\U0001f913', b'\\U0001f618', b'\\U0001f917', b'\\U0001f61c', b'\\U0001f911']"

9th March 2017,"[b'\\U0001f607', b'\\U0001f60d', b'\\U0001f607', b'\\U0001f618', b'\\U0001f60d']"

8th March 2017,"[b'\\U0001f914', b'\\U0001f917', b'\\U0001f61c', b'\\U0001f602', b'\\U0001f607']"

7th March 2017,"[b'\\U0001f600', b'\\U0001f61c', b'\\U0001f600', b'\\U0001f61c', b'\\U0001f600']"

6th March 2017,"[b'\\U0001f602', b'\\U0001f44a', b'\\U0001f911', b'\\U0001f914', b'\\U0001f60a']"

5th March 2017,"[b'\\U0001f61a', b'\\u2665', b'\\U0001f44f', b'\\U0001f44d', b'\\U0001f4af']"

4th March 2017,"[b'\\U0001f602', b'\\U0001f618', b'\\U0001f607', b'\\U0001f61c', b'\\U0001f601']"

3rd March 2017,"[b'\\U0001f4af', b'\\u2660', b'\\u2663', b'\\u2665', b'\\U0001f3f3\\U0001f308']"

2nd March 2017,"[b'\\U0001f419', b'\\U0001f917', b'\\U0001f47b', b'\\U0001f61c', b'\\U0001f98b']"

1st March 2017,"[b'\\U0001f618', b'\\U0001f431', b'\\u2764', b'\\U0001f600', b'\\U0001f389']"

